Date,Revenue,Expenses,Profit,Margin_Pct,Unit_Price,Units_Sold,Customer_Visits,Support_Tickets,Inventory_Level,New_Signups,Region,Category,Sales_Channel,Status,Priority,CSAT_Score,NPS_Score,Conversion_Rate,Churn_Risk,Server_Uptime_Pct,Latency_ms,Error_Count,Fulfillment_Days,Transaction_ID,Customer_ID,Is_Promotional,Discount_Applied,Tax_Amount,Shipping_Cost
2027-06-24,43945.27,35656.26,8289.01,18.86,159.94,238,1403,14,782,9,Latin America,Home & Kitchen,Retail Store,Refunded,Low,2.4,45,0.098,0.27,98.441,119.2,2,11,9092768,CUST-30735,False,0.0,3515.62,8.88
2027-06-25,35673.16,46677.7,-11004.54,-30.85,72.44,161,231,15,585,120,Latin America,Beauty,Wholesale,Completed,High,1.5,-14,0.2026,0.431,98.219,112.5,3,4,6028887,CUST-47592,True,0.16,2853.85,34.7
2027-06-26,56353.99,21936.71,34417.28,61.07,277.33,784,492,13,425,9,Latin America,Beauty,Online,Completed,Low,3.6,-96,0.2034,0.0,98.285,144.4,0,10,5480017,CUST-59481,False,0.0,4508.32,48.96
2027-06-27,80937.87,27281.93,53655.94,66.29,430.4,81,4676,10,1787,64,Middle East,Home & Kitchen,Direct Sales,Completed,Medium,4.1,27,0.2157,0.451,98.734,149.1,1,4,2493689,CUST-32034,False,0.0,6475.03,41.65
2027-06-28,33987.01,31852.86,2134.15,6.28,342.25,234,3684,22,548,69,Latin America,Electronics,Wholesale,Completed,Medium,1.8,1,0.0736,0.294,99.106,65.8,0,7,8579132,CUST-79808,False,0.0,2718.96,37.95
2027-06-29,50363.29,36291.25,14072.04,27.94,155.08,482,2775,19,685,131,Asia-Pacific,Books,Wholesale,Shipped,Medium,3.0,17,0.1023,0.112,99.336,34.9,1,13,5200351,CUST-65054,False,0.0,4029.06,24.84
2027-06-30,71183.31,25523.63,45659.68,64.14,285.19,906,2566,21,191,32,Latin America,Beauty,Wholesale,Completed,High,2.6,16,0.4648,0.839,99.125,142.9,1,9,2899304,CUST-22945,False,0.0,5694.66,5.73
2027-07-01,48805.38,7335.76,41469.62,84.97,360.28,652,1325,8,1125,87,Middle East,Apparel,Direct Sales,Pending,Low,1.8,2,0.1176,0.673,99.811,112.6,4,13,6289433,CUST-74100,False,0.0,3904.43,49.32
2027-07-02,56785.58,40873.52,15912.06,28.02,366.77,369,2805,13,1143,133,Latin America,Sports,Retail Store,Completed,Low,2.0,-8,0.2448,0.999,98.721,142.9,2,8,7978093,CUST-14575,False,0.0,4542.85,46.43
2027-07-03,34064.1,36084.05,-2019.95,-5.93,336.6,549,561,13,309,33,Asia-Pacific,Sports,Direct Sales,Completed,Medium,2.0,-53,0.1355,0.498,99.425,110.2,3,1,7257040,CUST-61422,False,0.0,2725.13,27.42
2027-07-04,56424.61,16056.42,40368.19,71.54,436.7,820,1901,12,1771,68,Asia-Pacific,Electronics,Wholesale,Completed,Low,2.7,-68,0.1595,0.331,98.536,138.2,4,1,9619336,CUST-17753,True,0.15,4513.97,35.93
2027-07-05,47192.84,25139.45,22053.39,46.73,436.35,618,3373,12,1957,146,Latin America,Beauty,Retail Store,Shipped,Critical,2.6,84,0.1462,0.264,99.364,115.3,1,5,8344620,CUST-87818,True,0.12,3775.43,30.19
2027-07-06,64785.95,42545.46,22240.49,34.33,293.68,55,4085,20,1792,36,North America,Books,Online,Completed,Low,3.2,2,0.1415,0.435,99.852,94.8,2,2,8413746,CUST-70904,False,0.0,5182.88,36.05
2027-07-07,67810.79,41582.37,26228.42,38.68,220.63,10,251,20,1366,13,North America,Beauty,Wholesale,Completed,Low,1.4,-76,0.3846,0.31,99.957,106.1,2,9,5581306,CUST-99900,True,0.21,5424.86,7.42
2027-07-08,88843.45,37509.12,51334.33,57.78,324.37,687,2369,11,1889,143,Europe,Books,Retail Store,Completed,Medium,3.3,-57,0.1127,0.991,99.459,114.1,2,11,8043786,CUST-74631,False,0.0,7107.48,49.93
2027-07-09,58694.5,28591.1,30103.4,51.29,410.92,254,4274,16,427,136,Asia-Pacific,Electronics,Retail Store,Shipped,Low,1.1,-10,0.1473,0.183,99.885,141.4,0,8,7239026,CUST-89777,False,0.0,4695.56,40.12
2027-07-10,54886.94,30663.9,24223.04,44.13,12.77,228,1885,17,1112,45,North America,Sports,Retail Store,Completed,Low,2.0,20,0.1154,0.019,99.361,114.0,0,13,2908294,CUST-15275,True,0.26,4390.96,16.96
2027-07-11,52915.76,28952.59,23963.17,45.29,496.08,623,3560,17,397,29,Europe,Home & Kitchen,Wholesale,Cancelled,High,3.0,10,0.1172,0.13,99.926,82.5,2,11,6511124,CUST-82629,False,0.0,4233.26,29.41
2027-07-12,44702.51,39025.92,5676.59,12.7,99.62,300,1936,14,1651,149,North America,Sports,Online,Pending,Low,3.7,-35,0.1949,0.892,99.796,178.3,2,8,9757611,CUST-47769,False,0.0,3576.2,26.3
2027-07-13,55077.26,22993.26,32084.0,58.25,240.42,467,1497,17,1598,12,Latin America,Books,Retail Store,Completed,Medium,4.1,27,0.1567,0.694,98.213,130.9,3,2,9384796,CUST-43567,False,0.0,4406.18,20.94
2027-07-14,45568.98,23553.6,22015.38,48.31,437.29,213,1175,19,1779,62,Asia-Pacific,Books,Wholesale,Completed,Low,1.1,95,0.1685,0.784,98.948,167.6,2,2,3373834,CUST-59183,False,0.0,3645.52,24.74
2027-07-15,52526.91,38082.2,14444.71,27.5,120.27,211,4606,17,877,113,North America,Electronics,Retail Store,Completed,Low,3.1,52,0.2606,0.32,98.695,81.8,1,6,3217895,CUST-44039,False,0.0,4202.15,30.61
2027-07-16,69763.96,29645.11,40118.85,57.51,243.63,575,2108,10,555,133,Latin America,Electronics,Direct Sales,Cancelled,Low,2.4,72,0.0726,0.623,98.054,111.1,3,13,8435120,CUST-90157,False,0.0,5581.12,28.01
2027-07-17,34901.86,41027.74,-6125.88,-17.55,74.97,491,1593,10,431,6,Europe,Apparel,Retail Store,Completed,Low,3.8,-78,0.0566,0.708,98.934,126.7,2,11,8299633,CUST-99621,False,0.0,2792.15,42.72
2027-07-18,67098.18,24627.9,42470.28,63.3,203.59,801,1235,14,474,14,Latin America,Sports,Wholesale,Completed,Low,2.1,-1,0.2152,0.326,98.297,143.0,4,4,3101431,CUST-10114,False,0.0,5367.85,10.36
2027-07-19,69756.73,29561.77,40194.96,57.62,96.8,520,1648,11,1873,95,Europe,Sports,Retail Store,Completed,Critical,4.0,68,0.1141,0.725,98.073,53.9,2,9,2270845,CUST-12647,True,0.26,5580.54,7.51
2027-07-20,48228.97,22620.7,25608.27,53.1,188.18,933,884,13,1509,121,North America,Electronics,Retail Store,Pending,Medium,3.4,-14,0.0741,0.63,98.89,55.0,2,4,4984483,CUST-22571,False,0.0,3858.32,27.76
2027-07-21,18172.18,30058.9,-11886.72,-65.41,193.0,287,1520,18,1718,145,Middle East,Beauty,Direct Sales,Shipped,High,4.2,19,0.0279,0.296,98.465,96.9,2,12,4088054,CUST-43352,False,0.0,1453.77,26.04
2027-07-22,40882.67,18171.62,22711.05,55.55,496.65,25,4938,13,1780,67,Latin America,Books,Direct Sales,Cancelled,Low,4.9,60,0.134,0.053,99.871,139.1,1,8,8268123,CUST-30026,True,0.1,3270.61,34.04
2027-07-23,69454.92,26098.93,43355.99,62.42,497.46,534,2535,13,371,15,Middle East,Home & Kitchen,Wholesale,Completed,Low,4.6,20,0.1415,0.238,99.625,96.5,2,6,9016067,CUST-86650,False,0.0,5556.39,18.06
2027-07-24,49656.98,18509.97,31147.01,62.72,66.25,365,3581,13,1663,146,Asia-Pacific,Electronics,Online,Completed,Medium,3.4,-73,0.3426,0.62,99.912,115.6,2,13,1516461,CUST-14519,True,0.11,3972.56,9.03
2027-07-25,35010.47,35551.39,-540.92,-1.55,365.72,365,3751,16,299,100,Middle East,Books,Online,Completed,Medium,4.6,-93,0.0778,0.599,99.763,121.8,0,4,5834341,CUST-75130,True,0.16,2800.84,41.19
2027-07-26,42428.38,35732.71,6695.67,15.78,35.36,839,2163,13,1817,128,Asia-Pacific,Home & Kitchen,Online,Cancelled,Low,1.6,56,0.2734,0.508,99.456,91.0,2,7,6745174,CUST-64469,True,0.12,3394.27,24.82
2027-07-27,62609.3,16157.9,46451.4,74.19,24.79,948,2120,14,229,97,North America,Apparel,Online,Refunded,Low,1.2,11,0.0709,0.251,99.195,171.2,0,4,6992233,CUST-65672,False,0.0,5008.74,11.12
2027-07-28,58201.0,40671.09,17529.91,30.12,61.61,608,4857,15,1967,106,North America,Beauty,Wholesale,Refunded,Low,3.1,83,0.0477,0.445,98.131,92.2,4,1,7022511,CUST-86561,False,0.0,4656.08,48.0
2027-07-29,46416.02,49979.32,-3563.3,-7.68,483.09,87,2249,13,1053,102,Latin America,Apparel,Wholesale,Completed,Low,4.9,42,0.1327,0.144,98.532,47.7,1,10,4745747,CUST-52409,False,0.0,3713.28,47.48
2027-07-30,44497.63,30368.05,14129.58,31.75,471.02,937,1050,17,1762,30,Middle East,Electronics,Direct Sales,Completed,High,3.8,-86,0.0532,0.662,99.421,85.6,3,1,1403573,CUST-12685,True,0.27,3559.81,12.32
2027-07-31,44123.63,24871.09,19252.54,43.63,105.02,76,124,13,78,43,Asia-Pacific,Beauty,Direct Sales,Completed,Low,2.2,-64,0.2293,0.869,98.802,90.8,3,8,3108226,CUST-41312,False,0.0,3529.89,41.3
2027-08-01,36163.85,52594.64,-16430.79,-45.43,89.22,868,117,20,1569,96,Asia-Pacific,Apparel,Online,Completed,Low,3.7,46,0.282,0.464,98.651,126.1,0,7,1288093,CUST-77585,False,0.0,2893.11,29.31
2027-08-02,74230.64,19448.25,54782.39,73.8,127.86,732,3925,18,1751,149,Middle East,Books,Direct Sales,Completed,Medium,1.2,6,0.223,0.213,98.208,127.9,3,9,1751753,CUST-76001,True,0.23,5938.45,18.43
2027-08-03,45165.19,30160.85,15004.34,33.22,262.62,223,669,14,1399,112,North America,Electronics,Wholesale,Completed,Low,2.9,86,0.2378,0.828,98.14,140.5,2,5,9627608,CUST-61319,False,0.0,3613.22,22.7
2027-08-04,68257.38,31436.98,36820.4,53.94,289.16,706,1455,14,787,80,North America,Sports,Online,Completed,High,1.9,78,0.1664,0.313,98.42,185.8,3,6,6691412,CUST-82970,False,0.0,5460.59,48.4
2027-08-05,72819.74,40761.18,32058.56,44.02,118.58,458,1692,12,1721,71,Asia-Pacific,Apparel,Retail Store,Completed,High,1.2,19,0.1418,0.594,99.669,121.0,1,10,7361321,CUST-41286,False,0.0,5825.58,20.03
2027-08-06,64974.66,32877.91,32096.75,49.4,380.75,974,930,13,236,126,Latin America,Beauty,Retail Store,Completed,Low,2.0,-16,0.0682,0.075,99.326,149.6,2,8,8216010,CUST-73745,True,0.16,5197.97,14.62
2027-08-07,43525.7,26010.93,17514.77,40.24,161.68,442,3182,19,104,115,North America,Beauty,Retail Store,Completed,Medium,3.9,62,0.2284,0.718,98.682,104.4,2,3,4783137,CUST-99729,False,0.0,3482.06,26.01
2027-08-08,56055.95,22390.53,33665.42,60.06,461.84,554,971,21,927,22,Europe,Sports,Direct Sales,Pending,Medium,3.2,17,0.1768,0.461,98.122,130.1,1,3,1998384,CUST-18504,True,0.07,4484.48,32.67
2027-08-09,49637.07,27265.43,22371.64,45.07,331.79,124,934,13,563,39,Asia-Pacific,Home & Kitchen,Online,Completed,Low,1.1,-9,0.3932,0.423,98.377,107.8,3,12,5191818,CUST-10360,False,0.0,3970.97,17.81
2027-08-10,36444.47,21944.58,14499.89,39.79,223.81,796,3412,13,1483,22,Middle East,Beauty,Retail Store,Pending,Medium,2.6,-65,0.228,0.935,98.9,114.8,2,13,5148377,CUST-83301,False,0.0,2915.56,39.82
2027-08-11,54865.39,30382.6,24482.79,44.62,397.06,429,3216,19,1904,132,Middle East,Beauty,Online,Completed,Medium,4.0,80,0.0311,0.491,98.306,125.8,1,10,4197235,CUST-75423,True,0.07,4389.23,32.25
2027-08-12,32314.4,25486.43,6827.97,21.13,410.78,508,1069,16,66,131,Asia-Pacific,Electronics,Wholesale,Shipped,Medium,4.8,-21,0.2634,0.017,99.525,154.4,2,13,4509297,CUST-24362,False,0.0,2585.15,46.76
2027-08-13,67815.19,18047.7,49767.49,73.39,152.34,719,692,11,1644,88,Asia-Pacific,Beauty,Retail Store,Completed,High,4.5,-89,0.212,0.96,99.577,118.1,2,10,8834391,CUST-53241,False,0.0,5425.22,19.42
2027-08-14,43030.74,40041.17,2989.57,6.95,176.46,389,354,17,137,47,North America,Home & Kitchen,Retail Store,Completed,Low,1.0,-73,0.03,0.012,98.274,118.0,1,10,3244975,CUST-74565,True,0.3,3442.46,34.88
2027-08-15,53017.39,26018.62,26998.77,50.92,468.62,152,2214,19,1296,86,Asia-Pacific,Beauty,Retail Store,Pending,Medium,1.9,98,0.1251,0.536,99.454,131.0,3,1,9471775,CUST-54176,False,0.0,4241.39,44.87
2027-08-16,54249.32,19854.91,34394.41,63.4,90.72,749,3065,10,1857,31,Asia-Pacific,Home & Kitchen,Wholesale,Cancelled,Medium,1.8,-68,0.1693,0.634,99.024,150.8,1,2,3453483,CUST-35338,False,0.0,4339.95,5.2
2027-08-17,46116.43,28653.93,17462.5,37.87,30.65,641,2761,9,1131,52,Europe,Books,Online,Completed,Low,2.7,-26,0.1178,0.894,99.925,70.7,1,2,3436121,CUST-27157,True,0.27,3689.31,27.26
2027-08-18,58800.41,30546.97,28253.44,48.05,232.49,874,702,13,753,73,Middle East,Home & Kitchen,Retail Store,Completed,Critical,3.6,-22,0.4071,0.679,99.575,128.5,0,11,4652392,CUST-93808,False,0.0,4704.03,29.95
2027-08-19,42876.45,16028.27,26848.18,62.62,402.59,33,1165,19,1635,120,North America,Electronics,Retail Store,Cancelled,Low,1.6,82,0.2215,0.811,99.171,73.4,2,7,4736207,CUST-77468,False,0.0,3430.12,27.86
2027-08-20,63069.46,32653.18,30416.28,48.23,388.12,548,1939,18,774,128,Latin America,Apparel,Online,Completed,Medium,4.7,-22,0.2628,0.77,99.207,165.8,5,8,5124723,CUST-23029,False,0.0,5045.56,18.13
2027-08-21,29810.3,21622.74,8187.56,27.47,460.57,954,2531,13,1303,20,North America,Sports,Direct Sales,Completed,High,4.1,100,0.0648,0.214,98.358,131.9,3,12,4799416,CUST-65442,False,0.0,2384.82,9.06
2027-08-22,51895.69,43688.23,8207.46,15.82,271.27,84,1065,17,1227,130,Middle East,Apparel,Direct Sales,Cancelled,Medium,2.7,-51,0.0846,0.7,99.787,162.9,0,11,1710099,CUST-77819,False,0.0,4151.66,43.92
2027-08-23,79083.93,34191.68,44892.25,56.77,59.03,762,1837,16,1346,18,Latin America,Books,Retail Store,Shipped,Low,3.3,-72,0.3621,0.638,99.118,61.7,4,1,7034226,CUST-20172,True,0.29,6326.71,27.95
2027-08-24,34995.03,26800.8,8194.23,23.42,298.46,544,584,14,1955,43,Asia-Pacific,Electronics,Retail Store,Completed,Low,3.2,-43,0.2611,0.244,99.148,114.1,0,1,9807226,CUST-49306,True,0.14,2799.6,8.26
2027-08-25,39833.83,24038.66,15795.17,39.65,391.41,682,4234,13,1119,112,Europe,Books,Direct Sales,Cancelled,Low,3.3,-75,0.0844,0.128,99.151,150.5,2,5,1576249,CUST-61925,False,0.0,3186.71,23.47
2027-08-26,57708.62,29160.26,28548.36,49.47,55.73,50,110,16,1947,16,Europe,Books,Direct Sales,Completed,Medium,4.4,-78,0.0908,0.752,98.552,169.1,1,1,6144871,CUST-47637,True,0.2,4616.69,13.25
2027-08-27,52693.73,34902.33,17791.4,33.76,94.6,759,4819,19,944,101,Middle East,Beauty,Retail Store,Completed,Low,1.8,-84,0.1347,0.971,99.624,132.3,0,12,2099919,CUST-53662,False,0.0,4215.5,18.98
2027-08-28,55259.45,29796.05,25463.4,46.08,16.02,760,4604,17,501,59,Middle East,Beauty,Online,Pending,Medium,3.7,32,0.1589,0.738,99.725,105.0,6,2,8835810,CUST-80056,False,0.0,4420.76,41.75
2027-08-29,57337.81,28262.73,29075.08,50.71,300.89,577,2127,11,1379,138,Europe,Electronics,Direct Sales,Completed,Low,1.4,-42,0.3729,0.749,98.576,110.6,3,3,6446842,CUST-57094,False,0.0,4587.02,28.39
2027-08-30,59520.82,30466.96,29053.86,48.81,444.5,422,3464,16,476,44,Latin America,Apparel,Retail Store,Completed,Low,2.8,43,0.0821,0.167,98.884,83.5,0,13,6873230,CUST-61383,True,0.11,4761.67,15.62
2027-08-31,66645.5,25169.13,41476.37,62.23,338.63,424,3187,9,167,95,Latin America,Home & Kitchen,Wholesale,Refunded,Low,3.5,2,0.2128,0.247,98.358,171.2,0,1,9801875,CUST-43553,False,0.0,5331.64,41.47
2027-09-01,56147.28,27254.35,28892.93,51.46,491.2,458,3138,13,737,17,North America,Beauty,Online,Completed,Medium,1.1,-7,0.0855,0.586,98.477,142.8,3,9,9783271,CUST-69554,False,0.0,4491.78,13.68
2027-09-02,46381.14,13313.66,33067.48,71.3,40.89,619,704,15,1071,73,Asia-Pacific,Electronics,Retail Store,Pending,High,1.4,48,0.1709,0.031,98.672,113.7,2,4,3134710,CUST-43068,False,0.0,3710.49,19.28
2027-09-03,60088.61,37789.81,22298.8,37.11,452.47,667,1068,16,629,100,Latin America,Electronics,Wholesale,Completed,Low,1.4,-96,0.1376,0.668,99.804,139.0,2,11,9272860,CUST-53391,False,0.0,4807.09,6.49
2027-09-04,78498.23,32390.38,46107.85,58.74,408.89,987,4360,9,300,15,Asia-Pacific,Apparel,Direct Sales,Completed,Low,2.5,85,0.1512,0.145,99.252,116.1,3,13,4935981,CUST-11180,True,0.11,6279.86,48.07
2027-09-05,48010.49,23812.35,24198.14,50.4,163.98,783,536,12,452,122,Middle East,Electronics,Wholesale,Pending,Critical,3.5,-75,0.0574,0.413,99.176,109.5,1,11,3110918,CUST-46330,False,0.0,3840.84,23.83
2027-09-06,35382.06,45189.88,-9807.82,-27.72,487.03,445,2874,15,1815,65,Latin America,Sports,Wholesale,Pending,Low,5.0,70,0.091,0.32,99.894,93.6,1,6,7008263,CUST-10324,False,0.0,2830.56,12.5
2027-09-07,66606.21,30696.13,35910.08,53.91,151.09,561,1909,12,970,40,Latin America,Electronics,Wholesale,Shipped,High,2.0,11,0.1066,0.106,99.583,94.2,3,6,9055194,CUST-65127,False,0.0,5328.5,28.03
2027-09-08,48194.28,21710.85,26483.43,54.95,445.76,714,2869,18,249,142,Latin America,Apparel,Direct Sales,Shipped,Medium,1.5,25,0.1501,0.579,98.032,133.3,1,3,8795016,CUST-50189,True,0.11,3855.54,9.77
2027-09-09,17409.96,36853.9,-19443.94,-111.68,441.57,248,1929,14,1219,133,North America,Beauty,Wholesale,Completed,Low,2.7,86,0.1399,0.361,98.249,156.7,1,8,9117599,CUST-16687,False,0.0,1392.8,45.48
2027-09-10,62711.33,33184.39,29526.94,47.08,381.25,51,392,15,1124,67,Middle East,Apparel,Direct Sales,Completed,Medium,1.6,-15,0.0526,0.044,98.496,108.2,0,6,6248458,CUST-41492,False,0.0,5016.91,7.76
2027-09-11,41970.08,33156.64,8813.44,21.0,286.1,743,4051,12,963,144,Europe,Books,Retail Store,Completed,Critical,1.1,85,0.0952,0.444,98.608,92.3,3,6,5915363,CUST-71611,False,0.0,3357.61,32.93
2027-09-12,48642.0,26593.96,22048.04,45.33,68.8,717,561,9,1441,9,North America,Beauty,Wholesale,Completed,High,3.3,8,0.141,0.59,99.668,153.3,4,13,9787057,CUST-28017,False,0.0,3891.36,45.13
2027-09-13,54979.7,33603.97,21375.73,38.88,270.67,809,3984,16,1771,82,North America,Books,Online,Completed,Medium,4.5,-99,0.039,0.13,99.54,122.8,1,1,8358054,CUST-13633,False,0.0,4398.38,16.15
2027-09-14,52857.5,27905.93,24951.57,47.21,184.83,19,3333,12,369,40,Latin America,Electronics,Retail Store,Completed,Medium,4.4,-57,0.1754,0.585,98.291,41.9,4,12,1396046,CUST-26209,False,0.0,4228.6,9.42
2027-09-15,60641.78,34447.53,26194.25,43.2,398.19,756,2191,13,248,149,North America,Books,Direct Sales,Pending,Low,1.4,5,0.1339,0.302,99.068,95.3,0,7,1423098,CUST-15603,False,0.0,4851.34,25.88
2027-09-16,43467.7,14760.44,28707.26,66.04,381.48,846,4036,16,1514,17,Europe,Apparel,Retail Store,Completed,Low,1.6,53,0.2284,0.26,98.218,136.4,0,12,2775126,CUST-37897,False,0.0,3477.42,31.59
2027-09-17,57696.59,26529.01,31167.58,54.02,456.2,274,3039,20,194,67,North America,Apparel,Wholesale,Cancelled,Low,3.0,8,0.1223,0.795,98.346,92.4,1,4,7414152,CUST-55076,True,0.15,4615.73,18.04
2027-09-18,46106.8,43777.24,2329.56,5.05,17.27,590,4906,15,1132,15,North America,Home & Kitchen,Direct Sales,Completed,High,2.5,-57,0.4898,0.468,98.484,121.8,2,8,8388939,CUST-57509,True,0.28,3688.54,19.63
2027-09-19,61082.16,23863.46,37218.7,60.93,406.46,454,188,15,1780,73,Latin America,Sports,Wholesale,Completed,Low,3.8,46,0.1057,0.378,99.811,76.5,2,13,7409351,CUST-81334,False,0.0,4886.57,33.71
2027-09-20,59230.51,25169.29,34061.22,57.51,469.85,148,1763,16,192,106,Middle East,Electronics,Retail Store,Pending,Low,3.0,-52,0.2875,0.813,98.731,105.6,1,3,2876206,CUST-63111,False,0.0,4738.44,48.95
2027-09-21,35968.42,26416.31,9552.11,26.56,396.76,876,3401,17,1296,36,Europe,Apparel,Online,Pending,Medium,1.1,-10,0.3921,0.91,99.832,82.0,5,4,3264353,CUST-65380,False,0.0,2877.47,24.12
2027-09-22,66289.73,20281.55,46008.18,69.4,73.8,740,2820,16,1173,14,Latin America,Beauty,Retail Store,Completed,Medium,2.1,-20,0.3508,0.315,99.501,76.9,3,12,7685011,CUST-98836,False,0.0,5303.18,24.97
2027-09-23,41960.55,12333.75,29626.8,70.61,49.83,205,3037,14,1099,112,North America,Apparel,Retail Store,Completed,Low,4.6,84,0.1892,0.05,99.499,93.4,2,11,8362911,CUST-19376,False,0.0,3356.84,44.17
2027-09-24,62120.87,28155.31,33965.56,54.68,20.21,83,521,20,1505,58,Europe,Beauty,Wholesale,Completed,Low,3.0,33,0.1412,0.541,99.607,150.5,3,1,3561420,CUST-42454,True,0.12,4969.67,22.54
2027-09-25,55509.31,31086.88,24422.43,44.0,318.09,624,3849,11,575,86,Asia-Pacific,Electronics,Online,Shipped,Medium,4.2,50,0.2263,0.715,98.192,134.6,4,1,6441349,CUST-63483,True,0.29,4440.74,19.78
2027-09-26,77572.76,29579.96,47992.8,61.87,318.54,234,4533,17,171,91,North America,Sports,Wholesale,Shipped,High,2.6,-19,0.1958,0.588,99.629,191.8,1,12,1354914,CUST-46631,False,0.0,6205.82,25.96
2027-09-27,46648.01,28840.97,17807.04,38.17,493.59,644,365,12,1538,86,Middle East,Home & Kitchen,Wholesale,Completed,Medium,3.7,-58,0.0389,0.688,98.505,99.1,0,3,4810968,CUST-22405,True,0.3,3731.84,6.89
2027-09-28,44760.25,30344.33,14415.92,32.21,205.04,111,2950,12,314,39,North America,Home & Kitchen,Wholesale,Completed,Low,1.7,-57,0.2735,0.647,99.968,155.7,3,9,2978511,CUST-81663,False,0.0,3580.82,45.98
2027-09-29,49708.71,38182.73,11525.98,23.19,172.63,273,1478,16,1080,71,Middle East,Books,Direct Sales,Completed,Medium,3.9,-35,0.1673,0.956,99.696,185.0,1,6,7389621,CUST-29061,True,0.25,3976.7,9.4
2027-09-30,45452.3,28476.43,16975.87,37.35,315.97,954,1914,8,780,69,Asia-Pacific,Apparel,Wholesale,Completed,Medium,4.1,-56,0.2275,0.866,99.993,159.1,2,2,6351155,CUST-15112,False,0.0,3636.18,45.52
2027-10-01,61999.13,25407.34,36591.79,59.02,414.55,929,2364,18,1293,21,Latin America,Electronics,Online,Completed,Low,1.4,-82,0.1306,0.132,99.874,159.7,3,2,5775234,CUST-43318,False,0.0,4959.93,47.03
2027-10-02,25755.34,27751.0,-1995.66,-7.75,469.02,170,4516,11,1768,46,Latin America,Books,Wholesale,Completed,Low,1.7,-97,0.1136,0.453,98.719,124.2,1,7,8712293,CUST-52567,False,0.0,2060.43,44.86
2027-10-03,34194.76,34634.77,-440.01,-1.29,403.53,242,949,12,445,125,Latin America,Electronics,Wholesale,Completed,High,2.9,-4,0.1132,0.455,99.883,128.1,2,5,6220495,CUST-57886,True,0.19,2735.58,8.91
2027-10-04,33982.96,41296.22,-7313.26,-21.52,219.07,500,4914,13,962,125,Europe,Electronics,Online,Completed,Medium,3.5,-3,0.1179,0.456,98.66,87.8,2,13,5471134,CUST-92757,False,0.0,2718.64,29.57
2027-10-05,64254.61,24974.85,39279.76,61.13,321.11,796,3836,11,1530,143,Middle East,Books,Retail Store,Completed,Low,3.5,-5,0.0465,0.931,99.319,26.5,2,12,5646251,CUST-24852,False,0.0,5140.37,20.95
2027-10-06,75659.2,30791.47,44867.73,59.3,429.59,779,1091,14,157,82,North America,Electronics,Wholesale,Completed,Low,3.7,84,0.2454,0.327,99.637,127.2,2,11,2092332,CUST-33766,True,0.23,6052.74,12.72
2027-10-07,48433.26,32706.86,15726.4,32.47,250.4,320,3864,12,1565,32,Europe,Books,Retail Store,Shipped,High,3.9,36,0.0321,0.614,98.764,86.4,3,13,1142643,CUST-83135,True,0.12,3874.66,29.37
2027-10-08,47467.67,22059.38,25408.29,53.53,116.18,660,1908,17,1977,43,Europe,Sports,Wholesale,Cancelled,Medium,3.0,0,0.0652,0.896,98.408,105.1,2,11,2925738,CUST-20315,False,0.0,3797.41,6.88
2027-10-09,51050.78,30163.34,20887.44,40.92,93.16,236,3374,16,908,104,North America,Apparel,Wholesale,Completed,High,3.3,-53,0.2544,0.051,99.79,91.1,0,10,3641847,CUST-58617,False,0.0,4084.06,18.69
2027-10-10,67428.17,18274.61,49153.56,72.9,10.08,282,816,13,685,15,Asia-Pacific,Books,Direct Sales,Completed,Medium,1.0,63,0.0403,0.879,98.207,131.3,2,3,3292492,CUST-32251,True,0.22,5394.25,28.51
2027-10-11,36089.7,15847.6,20242.1,56.09,361.94,947,995,14,1755,119,Latin America,Apparel,Online,Completed,Low,1.7,94,0.0852,0.765,98.73,113.0,1,4,4964749,CUST-13860,False,0.0,2887.18,49.14
2027-10-12,53575.53,32933.97,20641.56,38.53,64.44,326,1276,20,1533,121,Asia-Pacific,Home & Kitchen,Online,Completed,Medium,3.0,-83,0.0531,0.208,99.081,164.0,0,1,4350326,CUST-45797,True,0.22,4286.04,28.28
2027-10-13,64627.96,26929.0,37698.96,58.33,129.48,908,3853,11,982,136,Asia-Pacific,Books,Retail Store,Completed,Low,4.0,-61,0.3601,0.326,99.609,94.7,3,13,8883763,CUST-45467,True,0.24,5170.24,19.01
2027-10-14,57516.41,31618.24,25898.17,45.03,155.96,95,1876,12,1989,68,Latin America,Sports,Direct Sales,Pending,Low,4.2,93,0.096,0.311,99.738,126.3,1,11,9005892,CUST-38609,False,0.0,4601.31,29.85
2027-10-15,52843.72,29856.84,22986.88,43.5,284.59,300,2904,13,818,87,Asia-Pacific,Home & Kitchen,Wholesale,Completed,Low,3.9,-36,0.103,0.221,99.023,113.3,3,12,8016957,CUST-50221,False,0.0,4227.5,7.2
2027-10-16,65015.69,22188.8,42826.89,65.87,205.0,478,3492,20,1082,6,Europe,Books,Direct Sales,Completed,Low,2.9,51,0.3215,0.639,99.147,109.7,0,3,2148318,CUST-33814,False,0.0,5201.26,41.75
2027-10-17,9451.52,29637.97,-20186.45,-213.58,340.59,738,1559,14,1440,47,North America,Electronics,Online,Shipped,High,2.1,80,0.146,0.983,99.708,117.3,2,12,9549471,CUST-21364,True,0.2,756.12,45.58
